call_type,arrived,aborted,answered,complete
Type 1,2020-02-15 11:20:22,,2020-02-15 11:20:23,2020-02-15 11:22:28
Type 2,2020-02-15 11:20:49,,2020-02-15 11:20:49,2020-02-15 11:22:32
Type 2,2020-02-15 11:18:33,,2020-02-15 11:18:58,2020-02-15 11:22:33
Type 2,2020-02-15 11:22:25,2020-02-15 11:22:38,,
Type 2,2020-02-15 11:22:31,2020-02-15 11:22:43,,
Type 2,2020-02-15 11:22:33,2020-02-15 11:22:44,,
Type 1,2020-02-15 11:22:03,2020-02-15 11:22:49,,
Type 1,2020-02-15 11:22:27,2020-02-15 11:22:59,,
Type 2,2020-02-15 11:22:50,2020-02-15 11:23:07,,
Type 2,2020-02-15 11:21:03,,2020-02-15 11:21:03,2020-02-15 11:23:13
Type 2,2020-02-15 11:22:51,2020-02-15 11:23:17,,
Type 2,2020-02-15 11:20:55,,2020-02-15 11:20:55,2020-02-15 11:23:20
Type 1,2020-02-15 11:21:06,,2020-02-15 11:21:22,2020-02-15 11:23:22
Type 1,2020-02-15 11:23:08,2020-02-15 11:23:22,,
Type 1,2020-02-15 11:21:07,,2020-02-15 11:21:31,2020-02-15 11:23:23
Type 1,2020-02-15 11:23:22,2020-02-15 11:23:27,,
Type 2,2020-02-15 11:23:25,2020-02-15 11:23:29,,
Type 2,2020-02-15 11:19:59,,2020-02-15 11:20:14,2020-02-15 11:23:31
Type 2,2020-02-15 11:21:11,,2020-02-15 11:21:36,2020-02-15 11:23:32
Type 2,2020-02-15 11:19:57,,2020-02-15 11:19:57,2020-02-15 11:23:35
Type 2,2020-02-15 11:21:17,,2020-02-15 11:21:48,2020-02-15 11:23:39
Type 2,2020-02-15 11:20:13,,2020-02-15 11:20:22,2020-02-15 11:23:43
Type 1,2020-02-15 11:23:18,2020-02-15 11:23:49,,
Type 2,2020-02-15 11:21:08,,2020-02-15 11:21:34,2020-02-15 11:23:49
Type 1,2020-02-15 11:21:17,,2020-02-15 11:21:53,2020-02-15 11:23:54
Type 2,2020-02-15 11:19:38,,2020-02-15 11:19:40,2020-02-15 11:23:54
Type 2,2020-02-15 11:21:07,,2020-02-15 11:21:23,2020-02-15 11:23:58
Type 1,2020-02-15 11:21:33,,2020-02-15 11:21:59,2020-02-15 11:24:09
Type 1,2020-02-15 11:20:34,,2020-02-15 11:20:40,2020-02-15 11:24:12
Type 2,2020-02-15 11:24:08,2020-02-15 11:24:32,,
Type 2,2020-02-15 11:21:33,,2020-02-15 11:22:12,2020-02-15 11:24:33
Type 1,2020-02-15 11:21:35,,2020-02-15 11:22:28,2020-02-15 11:24:34
Type 1,2020-02-15 11:22:48,,2020-02-15 11:23:31,2020-02-15 11:24:41
Type 1,2020-02-15 11:24:15,2020-02-15 11:24:42,,
Type 2,2020-02-15 11:24:42,2020-02-15 11:24:52,,
Type 2,2020-02-15 11:22:22,,2020-02-15 11:23:13,2020-02-15 11:24:54
Type 1,2020-02-15 11:24:31,2020-02-15 11:24:58,,
Type 2,2020-02-15 11:20:56,,2020-02-15 11:20:56,2020-02-15 11:25:00
Type 2,2020-02-15 11:22:50,,2020-02-15 11:23:32,2020-02-15 11:25:05
Type 1,2020-02-15 11:22:25,,2020-02-15 11:23:20,2020-02-15 11:25:14
Type 1,2020-02-15 11:23:04,,2020-02-15 11:23:43,2020-02-15 11:25:18
Type 1,2020-02-15 11:23:13,,2020-02-15 11:23:49,2020-02-15 11:25:20
Type 2,2020-02-15 11:24:36,2020-02-15 11:25:23,,
Type 1,2020-02-15 11:25:27,2020-02-15 11:25:33,,
Type 1,2020-02-15 11:22:54,,2020-02-15 11:23:35,2020-02-15 11:25:34
Type 2,2020-02-15 11:25:35,2020-02-15 11:25:43,,
Type 1,2020-02-15 11:25:22,2020-02-15 11:26:00,,
Type 2,2020-02-15 11:23:48,,2020-02-15 11:24:09,2020-02-15 11:26:01
Type 2,2020-02-15 11:22:43,,2020-02-15 11:23:23,2020-02-15 11:26:02
Type 2,2020-02-15 11:22:32,,2020-02-15 11:23:22,2020-02-15 11:26:12
Type 2,2020-02-15 11:26:03,2020-02-15 11:26:19,,
Type 1,2020-02-15 11:21:40,,2020-02-15 11:22:32,2020-02-15 11:26:19
Type 2,2020-02-15 11:25:52,2020-02-15 11:26:21,,
Type 1,2020-02-15 11:26:05,2020-02-15 11:26:28,,
Type 1,2020-02-15 11:24:09,,2020-02-15 11:25:00,2020-02-15 11:26:32
Type 2,2020-02-15 11:23:42,,2020-02-15 11:23:54,2020-02-15 11:26:36
Type 2,2020-02-15 11:22:03,,2020-02-15 11:22:33,2020-02-15 11:26:39
Type 1,2020-02-15 11:26:41,2020-02-15 11:26:55,,
Type 2,2020-02-15 11:24:14,,2020-02-15 11:25:05,2020-02-15 11:26:58
Type 2,2020-02-15 11:26:34,2020-02-15 11:27:20,,
Type 1,2020-02-15 11:23:49,,2020-02-15 11:24:12,2020-02-15 11:27:21
Type 1,2020-02-15 11:22:54,,2020-02-15 11:23:39,2020-02-15 11:27:21
Type 1,2020-02-15 11:24:43,,2020-02-15 11:26:01,2020-02-15 11:27:24
Type 2,2020-02-15 11:24:30,,2020-02-15 11:25:20,2020-02-15 11:27:25
Type 2,2020-02-15 11:23:36,,2020-02-15 11:23:54,2020-02-15 11:27:27
Type 1,2020-02-15 11:27:11,2020-02-15 11:27:32,,
Type 2,2020-02-15 11:27:31,2020-02-15 11:27:33,,
Type 2,2020-02-15 11:27:12,2020-02-15 11:27:36,,
Type 1,2020-02-15 11:24:29,,2020-02-15 11:25:18,2020-02-15 11:27:39
Type 1,2020-02-15 11:24:42,,2020-02-15 11:25:34,2020-02-15 11:27:40
Type 2,2020-02-15 11:27:14,2020-02-15 11:27:44,,
Type 1,2020-02-15 11:27:44,2020-02-15 11:28:00,,
Type 2,2020-02-15 11:23:47,,2020-02-15 11:23:58,2020-02-15 11:28:08
Type 2,2020-02-15 11:28:10,2020-02-15 11:28:11,,
Type 1,2020-02-15 11:27:58,2020-02-15 11:28:11,,
Type 2,2020-02-15 11:25:59,,2020-02-15 11:26:58,2020-02-15 11:28:12
Type 2,2020-02-15 11:27:24,2020-02-15 11:28:16,,
Type 2,2020-02-15 11:23:54,,2020-02-15 11:24:41,2020-02-15 11:28:17
Type 1,2020-02-15 11:25:29,,2020-02-15 11:26:36,2020-02-15 11:28:21
Type 1,2020-02-15 11:24:08,,2020-02-15 11:24:54,2020-02-15 11:28:26
Type 2,2020-02-15 11:27:56,2020-02-15 11:28:27,,
Type 1,2020-02-15 11:25:18,,2020-02-15 11:26:32,2020-02-15 11:28:32
Type 2,2020-02-15 11:23:53,,2020-02-15 11:24:34,2020-02-15 11:28:51
Type 2,2020-02-15 11:24:18,,2020-02-15 11:25:14,2020-02-15 11:28:52
Type 2,2020-02-15 11:23:51,,2020-02-15 11:24:33,2020-02-15 11:28:52
Type 1,2020-02-15 11:26:40,,2020-02-15 11:27:25,2020-02-15 11:29:13
Type 1,2020-02-15 11:28:57,2020-02-15 11:29:18,,
Type 1,2020-02-15 11:29:05,2020-02-15 11:29:20,,
Type 1,2020-02-15 11:26:57,,2020-02-15 11:27:39,2020-02-15 11:29:22
Type 2,2020-02-15 11:25:56,,2020-02-15 11:26:39,2020-02-15 11:29:23
Type 1,2020-02-15 11:29:11,2020-02-15 11:29:24,,
Type 1,2020-02-15 11:27:40,,2020-02-15 11:28:21,2020-02-15 11:29:31
Type 1,2020-02-15 11:29:20,2020-02-15 11:29:45,,
Type 2,2020-02-15 11:27:43,,2020-02-15 11:28:26,2020-02-15 11:29:47
Type 1,2020-02-15 11:25:15,,2020-02-15 11:26:19,2020-02-15 11:29:50
Type 1,2020-02-15 11:29:51,2020-02-15 11:29:51,,
Type 2,2020-02-15 11:24:44,,2020-02-15 11:26:02,2020-02-15 11:29:53
Type 2,2020-02-15 11:29:49,2020-02-15 11:29:59,,
Type 2,2020-02-15 11:24:53,,2020-02-15 11:26:12,2020-02-15 11:30:03
Type 1,2020-02-15 11:29:54,2020-02-15 11:30:12,,
Type 1,2020-02-15 11:28:38,,2020-02-15 11:29:22,2020-02-15 11:30:16
Type 2,2020-02-15 11:29:52,2020-02-15 11:30:20,,
Type 1,2020-02-15 11:29:46,2020-02-15 11:30:22,,
Type 1,2020-02-15 11:27:55,,2020-02-15 11:28:52,2020-02-15 11:30:24
Type 1,2020-02-15 11:27:12,,2020-02-15 11:28:12,2020-02-15 11:30:28
Type 2,2020-02-15 11:26:46,,2020-02-15 11:27:27,2020-02-15 11:30:47
Type 1,2020-02-15 11:30:31,2020-02-15 11:30:57,,
Type 1,2020-02-15 11:26:04,,2020-02-15 11:27:21,2020-02-15 11:31:00
Type 1,2020-02-15 11:26:17,,2020-02-15 11:27:21,2020-02-15 11:31:00
Type 2,2020-02-15 11:27:09,,2020-02-15 11:28:08,2020-02-15 11:31:05
Type 1,2020-02-15 11:28:38,,2020-02-15 11:29:23,2020-02-15 11:31:07
Type 1,2020-02-15 11:28:36,,2020-02-15 11:29:13,2020-02-15 11:31:12
Type 1,2020-02-15 11:28:48,,2020-02-15 11:29:31,2020-02-15 11:31:13
Type 2,2020-02-15 11:29:08,,2020-02-15 11:29:50,2020-02-15 11:31:22
Type 2,2020-02-15 11:27:27,,2020-02-15 11:28:17,2020-02-15 11:31:23
Type 1,2020-02-15 11:29:40,,2020-02-15 11:30:03,2020-02-15 11:31:29
Type 2,2020-02-15 11:31:33,2020-02-15 11:31:35,,
Type 2,2020-02-15 11:27:49,,2020-02-15 11:28:32,2020-02-15 11:31:39
Type 2,2020-02-15 11:31:38,2020-02-15 11:31:46,,
Type 2,2020-02-15 11:26:38,,2020-02-15 11:27:24,2020-02-15 11:31:46
Type 2,2020-02-15 11:29:00,,2020-02-15 11:29:47,2020-02-15 11:32:04
Type 2,2020-02-15 11:30:07,,2020-02-15 11:30:28,2020-02-15 11:32:07
Type 2,2020-02-15 11:27:04,,2020-02-15 11:27:40,2020-02-15 11:32:09
Type 1,2020-02-15 11:31:01,,2020-02-15 11:31:13,2020-02-15 11:32:14
Type 1,2020-02-15 11:30:44,,2020-02-15 11:31:05,2020-02-15 11:32:19
Type 2,2020-02-15 11:27:55,,2020-02-15 11:28:51,2020-02-15 11:32:22
Type 2,2020-02-15 11:30:01,,2020-02-15 11:30:24,2020-02-15 11:32:40
Type 2,2020-02-15 11:31:00,,2020-02-15 11:31:12,2020-02-15 11:33:04
Type 2,2020-02-15 11:29:41,,2020-02-15 11:30:16,2020-02-15 11:33:05
Type 1,2020-02-15 11:31:23,,2020-02-15 11:31:23,2020-02-15 11:33:05
Type 2,2020-02-15 11:32:41,2020-02-15 11:33:05,,
Type 2,2020-02-15 11:29:17,,2020-02-15 11:29:53,2020-02-15 11:33:12
Type 1,2020-02-15 11:30:39,,2020-02-15 11:31:00,2020-02-15 11:33:19
Type 2,2020-02-15 11:30:08,,2020-02-15 11:30:47,2020-02-15 11:33:20
Type 2,2020-02-15 11:33:04,2020-02-15 11:33:23,,
Type 2,2020-02-15 11:28:15,,2020-02-15 11:28:52,2020-02-15 11:33:38
Type 2,2020-02-15 11:31:45,,2020-02-15 11:32:07,2020-02-15 11:33:40
Type 1,2020-02-15 11:31:23,,2020-02-15 11:31:29,2020-02-15 11:33:43
Type 1,2020-02-15 11:31:31,,2020-02-15 11:31:46,2020-02-15 11:33:56
Type 2,2020-02-15 11:33:26,2020-02-15 11:34:05,,
Type 2,2020-02-15 11:31:27,,2020-02-15 11:31:39,2020-02-15 11:34:07
Type 2,2020-02-15 11:31:41,,2020-02-15 11:32:04,2020-02-15 11:34:10
Type 2,2020-02-15 11:33:35,2020-02-15 11:34:21,,
Type 1,2020-02-15 11:34:03,2020-02-15 11:34:26,,
Type 1,2020-02-15 11:32:25,,2020-02-15 11:33:05,2020-02-15 11:34:34
Type 1,2020-02-15 11:32:31,,2020-02-15 11:33:20,2020-02-15 11:34:42
Type 2,2020-02-15 11:34:08,2020-02-15 11:34:42,,
Type 2,2020-02-15 11:30:59,,2020-02-15 11:31:07,2020-02-15 11:34:50
Type 1,2020-02-15 11:32:20,,2020-02-15 11:33:04,2020-02-15 11:34:50
Type 2,2020-02-15 11:34:26,2020-02-15 11:34:58,,
Type 1,2020-02-15 11:33:17,,2020-02-15 11:33:43,2020-02-15 11:35:05
Type 1,2020-02-15 11:31:06,,2020-02-15 11:31:22,2020-02-15 11:35:11
Type 2,2020-02-15 11:33:02,,2020-02-15 11:33:40,2020-02-15 11:35:29
Type 1,2020-02-15 11:32:38,,2020-02-15 11:33:38,2020-02-15 11:35:30
Type 1,2020-02-15 11:35:17,2020-02-15 11:35:33,,
Type 2,2020-02-15 11:32:27,,2020-02-15 11:33:12,2020-02-15 11:35:37
Type 1,2020-02-15 11:30:24,,2020-02-15 11:31:00,2020-02-15 11:35:38
Type 1,2020-02-15 11:35:21,2020-02-15 11:35:47,,
Type 2,2020-02-15 11:32:20,,2020-02-15 11:32:40,2020-02-15 11:35:49
Type 2,2020-02-15 11:31:58,,2020-02-15 11:32:14,2020-02-15 11:35:49
Type 2,2020-02-15 11:32:07,,2020-02-15 11:32:22,2020-02-15 11:35:57
Type 2,2020-02-15 11:33:28,,2020-02-15 11:34:10,2020-02-15 11:36:02
Type 2,2020-02-15 11:31:46,,2020-02-15 11:32:09,2020-02-15 11:36:11
Type 1,2020-02-15 11:33:40,,2020-02-15 11:34:42,2020-02-15 11:36:22
Type 1,2020-02-15 11:33:38,,2020-02-15 11:34:34,2020-02-15 11:36:23
Type 1,2020-02-15 11:34:39,,2020-02-15 11:35:30,2020-02-15 11:36:29
Type 2,2020-02-15 11:32:22,,2020-02-15 11:33:05,2020-02-15 11:36:31
Type 1,2020-02-15 11:34:04,,2020-02-15 11:35:05,2020-02-15 11:36:42
Type 2,2020-02-15 11:32:04,,2020-02-15 11:32:19,2020-02-15 11:36:46
Type 1,2020-02-15 11:33:52,,2020-02-15 11:34:50,2020-02-15 11:37:02
Type 1,2020-02-15 11:32:29,,2020-02-15 11:33:19,2020-02-15 11:37:02
Type 2,2020-02-15 11:34:57,,2020-02-15 11:35:38,2020-02-15 11:37:20
Type 2,2020-02-15 11:33:19,,2020-02-15 11:33:56,2020-02-15 11:37:24
Type 1,2020-02-15 11:35:03,,2020-02-15 11:35:49,2020-02-15 11:37:34
Type 1,2020-02-15 11:36:13,,2020-02-15 11:36:22,2020-02-15 11:37:35
Type 1,2020-02-15 11:34:40,,2020-02-15 11:35:37,2020-02-15 11:37:35
Type 1,2020-02-15 11:35:21,,2020-02-15 11:35:49,2020-02-15 11:37:36
Type 2,2020-02-15 11:35:52,,2020-02-15 11:36:02,2020-02-15 11:37:49
Type 1,2020-02-15 11:36:02,,2020-02-15 11:36:11,2020-02-15 11:37:53
Type 1,2020-02-15 11:35:40,,2020-02-15 11:35:57,2020-02-15 11:37:53
Type 2,2020-02-15 11:33:42,,2020-02-15 11:34:50,2020-02-15 11:38:05
Type 2,2020-02-15 11:38:06,2020-02-15 11:38:11,,
Type 2,2020-02-15 11:33:23,,2020-02-15 11:34:07,2020-02-15 11:38:16
Type 1,2020-02-15 11:36:40,,2020-02-15 11:36:46,2020-02-15 11:38:21
Type 2,2020-02-15 11:38:12,2020-02-15 11:38:38,,
Type 2,2020-02-15 11:36:29,,2020-02-15 11:36:31,2020-02-15 11:38:40
Type 1,2020-02-15 11:37:30,,2020-02-15 11:37:36,2020-02-15 11:38:45
Type 2,2020-02-15 11:36:59,,2020-02-15 11:37:20,2020-02-15 11:38:59
Type 1,2020-02-15 11:37:29,,2020-02-15 11:37:35,2020-02-15 11:39:03
Type 2,2020-02-15 11:36:37,,2020-02-15 11:36:42,2020-02-15 11:39:11
Type 1,2020-02-15 11:36:55,,2020-02-15 11:37:02,2020-02-15 11:39:29
Type 1,2020-02-15 11:38:07,,2020-02-15 11:38:21,2020-02-15 11:39:33
Type 2,2020-02-15 11:39:22,2020-02-15 11:39:36,,
Type 1,2020-02-15 11:34:33,,2020-02-15 11:35:11,2020-02-15 11:39:40
Type 2,2020-02-15 11:36:15,,2020-02-15 11:36:23,2020-02-15 11:39:44
Type 1,2020-02-15 11:37:53,,2020-02-15 11:37:53,2020-02-15 11:39:48
Type 2,2020-02-15 11:39:38,2020-02-15 11:39:52,,
Type 1,2020-02-15 11:39:14,2020-02-15 11:39:59,,
Type 1,2020-02-15 11:34:33,,2020-02-15 11:35:29,2020-02-15 11:40:17
Type 2,2020-02-15 11:39:31,2020-02-15 11:40:18,,
Type 1,2020-02-15 11:38:15,,2020-02-15 11:38:40,2020-02-15 11:40:23
Type 1,2020-02-15 11:40:10,2020-02-15 11:40:26,,
Type 1,2020-02-15 11:37:59,,2020-02-15 11:38:05,2020-02-15 11:40:28
Type 2,2020-02-15 11:40:26,2020-02-15 11:40:30,,
Type 2,2020-02-15 11:38:06,,2020-02-15 11:38:16,2020-02-15 11:40:34
Type 2,2020-02-15 11:36:17,,2020-02-15 11:36:29,2020-02-15 11:40:54
Type 1,2020-02-15 11:38:46,,2020-02-15 11:39:11,2020-02-15 11:40:55
Type 2,2020-02-15 11:37:50,,2020-02-15 11:37:53,2020-02-15 11:40:55
Type 2,2020-02-15 11:37:07,,2020-02-15 11:37:35,2020-02-15 11:40:58
Type 2,2020-02-15 11:37:06,,2020-02-15 11:37:34,2020-02-15 11:41:08
Type 2,2020-02-15 11:36:43,,2020-02-15 11:37:02,2020-02-15 11:41:09
Type 1,2020-02-15 11:38:31,,2020-02-15 11:38:59,2020-02-15 11:41:16
Type 2,2020-02-15 11:40:44,2020-02-15 11:41:20,,
Type 2,2020-02-15 11:38:38,,2020-02-15 11:39:03,2020-02-15 11:41:39
Type 1,2020-02-15 11:40:04,,2020-02-15 11:40:54,2020-02-15 11:41:59
Type 1,2020-02-15 11:38:52,,2020-02-15 11:39:29,2020-02-15 11:42:05
Type 2,2020-02-15 11:41:56,2020-02-15 11:42:05,,
Type 1,2020-02-15 11:37:33,,2020-02-15 11:37:49,2020-02-15 11:42:08
Type 1,2020-02-15 11:39:45,,2020-02-15 11:40:34,2020-02-15 11:42:10
Type 1,2020-02-15 11:40:35,,2020-02-15 11:41:08,2020-02-15 11:42:15
Type 1,2020-02-15 11:39:33,,2020-02-15 11:40:23,2020-02-15 11:42:16
Type 1,2020-02-15 11:40:10,,2020-02-15 11:40:55,2020-02-15 11:42:18
Type 2,2020-02-15 11:42:11,2020-02-15 11:42:21,,
Type 2,2020-02-15 11:37:05,,2020-02-15 11:37:24,2020-02-15 11:42:22
Type 2,2020-02-15 11:39:12,,2020-02-15 11:40:17,2020-02-15 11:42:27
Type 2,2020-02-15 11:38:54,,2020-02-15 11:39:33,2020-02-15 11:42:32
Type 1,2020-02-15 11:42:33,2020-02-15 11:42:34,,
Type 1,2020-02-15 11:42:24,2020-02-15 11:42:49,,
Type 1,2020-02-15 11:40:35,,2020-02-15 11:40:58,2020-02-15 11:42:49
Type 2,2020-02-15 11:39:43,,2020-02-15 11:40:28,2020-02-15 11:42:58
Type 2,2020-02-15 11:39:00,,2020-02-15 11:39:44,2020-02-15 11:43:00
Type 2,2020-02-15 11:38:17,,2020-02-15 11:38:45,2020-02-15 11:43:07
Type 1,2020-02-15 11:42:59,2020-02-15 11:43:08,,
Type 2,2020-02-15 11:41:13,,2020-02-15 11:42:05,2020-02-15 11:43:31
Type 1,2020-02-15 11:38:58,,2020-02-15 11:39:40,2020-02-15 11:43:32
Type 2,2020-02-15 11:40:06,,2020-02-15 11:40:55,2020-02-15 11:43:47
Type 2,2020-02-15 11:40:40,,2020-02-15 11:41:09,2020-02-15 11:43:48
Type 1,2020-02-15 11:41:15,,2020-02-15 11:42:10,2020-02-15 11:43:49
Type 2,2020-02-15 11:39:12,,2020-02-15 11:39:48,2020-02-15 11:43:54
Type 1,2020-02-15 11:41:33,,2020-02-15 11:42:18,2020-02-15 11:43:57
Type 1,2020-02-15 11:41:26,,2020-02-15 11:42:16,2020-02-15 11:44:00
Type 1,2020-02-15 11:40:42,,2020-02-15 11:41:16,2020-02-15 11:44:14
Type 1,2020-02-15 11:42:58,,2020-02-15 11:43:07,2020-02-15 11:44:26
Type 1,2020-02-15 11:44:17,2020-02-15 11:44:41,,
Type 2,2020-02-15 11:41:19,,2020-02-15 11:42:15,2020-02-15 11:44:57
Type 2,2020-02-15 11:42:48,,2020-02-15 11:43:00,2020-02-15 11:45:09
Type 2,2020-02-15 11:42:24,,2020-02-15 11:42:49,2020-02-15 11:45:09
Type 2,2020-02-15 11:40:43,,2020-02-15 11:41:39,2020-02-15 11:45:20
Type 2,2020-02-15 11:40:55,,2020-02-15 11:41:59,2020-02-15 11:45:23
Type 1,2020-02-15 11:43:33,,2020-02-15 11:43:47,2020-02-15 11:45:25
Type 2,2020-02-15 11:44:13,,2020-02-15 11:44:14,2020-02-15 11:45:27
Type 2,2020-02-15 11:43:15,,2020-02-15 11:43:31,2020-02-15 11:45:28
Type 1,2020-02-15 11:45:26,2020-02-15 11:45:37,,
Type 1,2020-02-15 11:41:14,,2020-02-15 11:42:08,2020-02-15 11:45:39
Type 1,2020-02-15 11:41:48,,2020-02-15 11:42:27,2020-02-15 11:45:40
Type 1,2020-02-15 11:44:11,,2020-02-15 11:44:11,2020-02-15 11:45:42
Type 1,2020-02-15 11:45:43,2020-02-15 11:45:46,,
Type 1,2020-02-15 11:43:37,,2020-02-15 11:43:48,2020-02-15 11:45:46
Type 1,2020-02-15 11:44:18,,2020-02-15 11:44:57,2020-02-15 11:46:16
Type 2,2020-02-15 11:43:58,,2020-02-15 11:43:58,2020-02-15 11:46:17
Type 1,2020-02-15 11:46:13,2020-02-15 11:46:25,,
Type 1,2020-02-15 11:44:20,,2020-02-15 11:45:09,2020-02-15 11:46:39
Type 2,2020-02-15 11:43:47,,2020-02-15 11:43:49,2020-02-15 11:46:39
Type 1,2020-02-15 11:46:34,2020-02-15 11:46:42,,
Type 2,2020-02-15 11:42:30,,2020-02-15 11:42:58,2020-02-15 11:46:45
Type 2,2020-02-15 11:41:41,,2020-02-15 11:42:22,2020-02-15 11:46:53
Type 2,2020-02-15 11:47:02,2020-02-15 11:47:10,,
Type 2,2020-02-15 11:42:15,,2020-02-15 11:42:32,2020-02-15 11:47:14
Type 2,2020-02-15 11:45:20,,2020-02-15 11:45:39,2020-02-15 11:47:37
Type 2,2020-02-15 11:47:37,2020-02-15 11:47:39,,
Type 1,2020-02-15 11:45:50,,2020-02-15 11:45:50,2020-02-15 11:47:42
Type 1,2020-02-15 11:43:30,,2020-02-15 11:43:32,2020-02-15 11:47:42
Type 2,2020-02-15 11:43:57,,2020-02-15 11:43:57,2020-02-15 11:47:46
Type 1,2020-02-15 11:45:52,,2020-02-15 11:46:16,2020-02-15 11:47:48
Type 2,2020-02-15 11:44:17,,2020-02-15 11:44:26,2020-02-15 11:47:49
Type 1,2020-02-15 11:45:08,,2020-02-15 11:45:28,2020-02-15 11:47:55
Type 1,2020-02-15 11:45:54,,2020-02-15 11:46:17,2020-02-15 11:48:13
Type 1,2020-02-15 11:46:10,,2020-02-15 11:46:53,2020-02-15 11:48:18
Type 1,2020-02-15 11:45:55,,2020-02-15 11:46:39,2020-02-15 11:48:19
Type 1,2020-02-15 11:45:27,,2020-02-15 11:45:40,2020-02-15 11:48:31
Type 1,2020-02-15 11:46:17,,2020-02-15 11:47:14,2020-02-15 11:48:39
Type 1,2020-02-15 11:47:51,2020-02-15 11:48:40,,
Type 2,2020-02-15 11:45:39,,2020-02-15 11:45:42,2020-02-15 11:48:47
Type 2,2020-02-15 11:44:41,,2020-02-15 11:45:20,2020-02-15 11:48:48
Type 2,2020-02-15 11:48:11,2020-02-15 11:48:52,,
Type 1,2020-02-15 11:47:57,2020-02-15 11:48:53,,
Type 1,2020-02-15 11:46:47,,2020-02-15 11:47:48,2020-02-15 11:48:54
Type 1,2020-02-15 11:46:39,,2020-02-15 11:47:42,2020-02-15 11:48:58
Type 2,2020-02-15 11:44:28,,2020-02-15 11:45:09,2020-02-15 11:49:00
Type 2,2020-02-15 11:44:52,,2020-02-15 11:45:23,2020-02-15 11:49:01
Type 2,2020-02-15 11:46:06,,2020-02-15 11:46:45,2020-02-15 11:49:03
Type 1,2020-02-15 11:48:28,2020-02-15 11:49:09,,
Type 2,2020-02-15 11:44:57,,2020-02-15 11:45:25,2020-02-15 11:49:20
Type 1,2020-02-15 11:45:01,,2020-02-15 11:45:27,2020-02-15 11:49:29
Type 1,2020-02-15 11:49:32,2020-02-15 11:49:47,,
Type 1,2020-02-15 11:46:41,,2020-02-15 11:47:46,2020-02-15 11:49:47
Type 2,2020-02-15 11:45:57,,2020-02-15 11:46:39,2020-02-15 11:49:48
Type 2,2020-02-15 11:49:03,2020-02-15 11:49:54,,
Type 1,2020-02-15 11:49:54,2020-02-15 11:50:05,,
Type 1,2020-02-15 11:48:23,,2020-02-15 11:49:03,2020-02-15 11:50:08
Type 2,2020-02-15 11:49:14,2020-02-15 11:50:09,,
Type 2,2020-02-15 11:49:42,2020-02-15 11:50:10,,
Type 2,2020-02-15 11:49:31,2020-02-15 11:50:17,,
Type 1,2020-02-15 11:47:11,,2020-02-15 11:47:55,2020-02-15 11:50:18
Type 2,2020-02-15 11:50:04,2020-02-15 11:50:20,,
Type 1,2020-02-15 11:47:15,,2020-02-15 11:48:18,2020-02-15 11:50:21
Type 1,2020-02-15 11:49:48,2020-02-15 11:50:25,,
Type 2,2020-02-15 11:47:15,,2020-02-15 11:48:19,2020-02-15 11:50:32
Type 1,2020-02-15 11:50:10,2020-02-15 11:50:33,,
Type 2,2020-02-15 11:50:07,2020-02-15 11:50:47,,
Type 2,2020-02-15 11:47:12,,2020-02-15 11:48:13,2020-02-15 11:50:47
Type 1,2020-02-15 11:47:48,,2020-02-15 11:48:48,2020-02-15 11:50:49
Type 1,2020-02-15 11:48:22,,2020-02-15 11:49:01,2020-02-15 11:50:56
Type 1,2020-02-15 11:47:50,,2020-02-15 11:48:54,2020-02-15 11:51:00
Type 2,2020-02-15 11:47:02,,2020-02-15 11:47:49,2020-02-15 11:51:01
Type 1,2020-02-15 11:50:58,2020-02-15 11:51:01,,
Type 1,2020-02-15 11:48:27,,2020-02-15 11:49:20,2020-02-15 11:51:06
Type 1,2020-02-15 11:50:32,2020-02-15 11:51:07,,
Type 1,2020-02-15 11:51:01,2020-02-15 11:51:08,,
Type 1,2020-02-15 11:48:54,,2020-02-15 11:49:47,2020-02-15 11:51:11
Type 1,2020-02-15 11:51:16,2020-02-15 11:51:17,,
Type 1,2020-02-15 11:48:58,,2020-02-15 11:49:48,2020-02-15 11:51:20
Type 2,2020-02-15 11:51:15,2020-02-15 11:51:30,,
Type 2,2020-02-15 11:48:44,,2020-02-15 11:49:29,2020-02-15 11:51:34
Type 1,2020-02-15 11:46:41,,2020-02-15 11:47:42,2020-02-15 11:51:38
Type 1,2020-02-15 11:46:35,,2020-02-15 11:47:37,2020-02-15 11:51:41
Type 2,2020-02-15 11:47:42,,2020-02-15 11:48:47,2020-02-15 11:51:41
Type 1,2020-02-15 11:49:34,,2020-02-15 11:50:32,2020-02-15 11:51:50
Type 1,2020-02-15 11:49:19,,2020-02-15 11:50:21,2020-02-15 11:51:52
Type 2,2020-02-15 11:49:18,,2020-02-15 11:50:18,2020-02-15 11:51:53
Type 2,2020-02-15 11:47:29,,2020-02-15 11:48:39,2020-02-15 11:51:58
Type 1,2020-02-15 11:49:40,,2020-02-15 11:50:47,2020-02-15 11:52:08
Type 1,2020-02-15 11:50:01,,2020-02-15 11:51:01,2020-02-15 11:52:16
Type 2,2020-02-15 11:51:57,2020-02-15 11:52:17,,
Type 2,2020-02-15 11:48:18,,2020-02-15 11:49:00,2020-02-15 11:52:21
Type 2,2020-02-15 11:48:07,,2020-02-15 11:48:58,2020-02-15 11:52:24
